"initial_alias","converted_alias","name","description","namespace"
"101243555","ENSG00000281128","PTENP1-AS","PTENP1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:48773]","ENTREZGENE_ACC"
"246286","None","None","None",""
"246285","None","None","None",""
"101929688","None","None","None",""
"5646","ENSG00000010438","PRSS3","serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]","ENTREZGENE_ACC"
"6958","None","None","None",""
"54926","ENSG00000107341","UBE2R2","ubiquitin conjugating enzyme E2 R2 [Source:HGNC Symbol;Acc:HGNC:19907]","ENTREZGENE_ACC"
"55833","ENSG00000137073","UBAP2","ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185]","ENTREZGENE_ACC"
"101340252","ENSG00000238300","SNORD121B","small nucleolar RNA, C/D box 121B [Source:HGNC Symbol;Acc:HGNC:33569]","ENTREZGENE_ACC"
"100113379","ENSG00000238886","SNORD121A","small nucleolar RNA, C/D box 121A [Source:HGNC Symbol;Acc:HGNC:33560]","ENTREZGENE_ACC"
"25853","ENSG00000198876","DCAF12","DDB1 and CUL4 associated factor 12 [Source:HGNC Symbol;Acc:HGNC:19911]","ENTREZGENE_ACC"
"51271","ENSG00000165006","UBAP1","ubiquitin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:12461]","ENTREZGENE_ACC"
"114224","None","None","None",""
"347240","ENSG00000186638","KIF24","kinesin family member 24 [Source:HGNC Symbol;Acc:HGNC:19916]","ENTREZGENE_ACC"
"318","ENSG00000164978","NUDT2","nudix hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8049]","ENTREZGENE_ACC"
"57462","ENSG00000164976","MYORG","myogenesis regulating glycosidase (putative) [Source:HGNC Symbol;Acc:HGNC:19918]","ENTREZGENE_ACC"
"84688","ENSG00000164972","SPMIP6","sperm microtubule inner protein 6 [Source:HGNC Symbol;Acc:HGNC:19919]","ENTREZGENE_ACC"
"203259","ENSG00000164970","FAM219A","family with sequence similarity 219 member A [Source:HGNC Symbol;Acc:HGNC:19920]","ENTREZGENE_ACC"
"27019","ENSG00000122735","DNAI1","dynein axonemal intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2954]","ENTREZGENE_ACC"
"375704","ENSG00000168913","ENHO","energy homeostasis associated [Source:HGNC Symbol;Acc:HGNC:24838]","ENTREZGENE_ACC"
"1271","ENSG00000122756","CNTFR","ciliary neurotrophic factor receptor [Source:HGNC Symbol;Acc:HGNC:2170]","ENTREZGENE_ACC"
"415056","ENSG00000237159","CNTFR-AS1","CNTFR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48712]","ENTREZGENE_ACC"
"105376023","None","None","None",""
"138716","ENSG00000164967","RPP25L","ribonuclease P/MRP subunit p25 like [Source:HGNC Symbol;Acc:HGNC:19909]","ENTREZGENE_ACC"
"11258","ENSG00000137100","DCTN3","dynactin subunit 3 [Source:HGNC Symbol;Acc:HGNC:2713]","ENTREZGENE_ACC"
"138715","ENSG00000205143","ARID3C","AT-rich interaction domain 3C [Source:HGNC Symbol;Acc:HGNC:21209]","ENTREZGENE_ACC"
"10280","ENSG00000147955","SIGMAR1","sigma non-opioid intracellular receptor 1 [Source:HGNC Symbol;Acc:HGNC:8157]","ENTREZGENE_ACC"
"2592","ENSG00000213930","GALT","galactose-1-phosphate uridylyltransferase [Source:HGNC Symbol;Acc:HGNC:4135]","ENTREZGENE_ACC"
"3590","ENSG00000137070","IL11RA","interleukin 11 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5967]","ENTREZGENE_ACC"
"10850","ENSG00000213927","CCL27","C-C motif chemokine ligand 27 [Source:HGNC Symbol;Acc:HGNC:10626]","ENTREZGENE_ACC"
"730098","ENSG00000187186","None","novel protein","ENTREZGENE_ACC"
"107987063","None","None","None",""
"6363","ENSG00000172724","CCL19","C-C motif chemokine ligand 19 [Source:HGNC Symbol;Acc:HGNC:10617]","ENTREZGENE_ACC"
"6366","ENSG00000137077","CCL21","C-C motif chemokine ligand 21 [Source:HGNC Symbol;Acc:HGNC:10620]","ENTREZGENE_ACC"
"259308","ENSG00000205108","SPATA31F1","SPATA31 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:41911]","ENTREZGENE_ACC"
"23349","ENSG00000122733","PHF24","PHD finger protein 24 [Source:HGNC Symbol;Acc:HGNC:29180]","ENTREZGENE_ACC"
"389715","None","None","None",""
"100129969","ENSG00000187791","SPATA31F3","SPATA31 subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:42673]","ENTREZGENE_ACC"
"101926900","ENSG00000281491","DNAJB5-DT","DNAJB5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:49846]","ENTREZGENE_ACC"
"25822","ENSG00000137094","DNAJB5","DnaJ heat shock protein family (Hsp40) member B5 [Source:HGNC Symbol;Acc:HGNC:14887]","ENTREZGENE_ACC"
"105376025","None","None","None",""
"138724","ENSG00000174038","C9orf131","chromosome 9 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:31418]","ENTREZGENE_ACC"
"7415","ENSG00000165280","VCP","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]","ENTREZGENE_ACC"
"2189","ENSG00000221829","FANCG","FA complementation group G [Source:HGNC Symbol;Acc:HGNC:3588]","ENTREZGENE_ACC"
"84720","ENSG00000165282","PIGO","phosphatidylinositol glycan anchor biosynthesis class O [Source:HGNC Symbol;Acc:HGNC:23215]","ENTREZGENE_ACC"
"30968","ENSG00000165283","STOML2","stomatin like 2 [Source:HGNC Symbol;Acc:HGNC:14559]","ENTREZGENE_ACC"
"80256","ENSG00000005238","ATOSB","atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666]","ENTREZGENE_ACC"
"10497","ENSG00000198722","UNC13B","unc-13 homolog B [Source:HGNC Symbol;Acc:HGNC:12566]","ENTREZGENE_ACC"
"158381","ENSG00000290567","ATP8B5P","ATPase phospholipid transporting 8B5, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:158381]","ENTREZGENE_ACC"
"9853","ENSG00000198853","RUSC2","RUN and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23625]","ENTREZGENE_ACC"
"105376026","None","None","None",""
"730112","ENSG00000215187","CIMIP2B","ciliary microtubule inner protein 2B [Source:HGNC Symbol;Acc:HGNC:34242]","ENTREZGENE_ACC"
"7016","ENSG00000107140","TESK1","testis associated actin remodelling kinase 1 [Source:HGNC Symbol;Acc:HGNC:11731]","ENTREZGENE_ACC"
"100616214","ENSG00000263892","MIR4667","microRNA 4667 [Source:HGNC Symbol;Acc:HGNC:41723]","ENTREZGENE_ACC"
"971","ENSG00000137101","CD72","CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]","ENTREZGENE_ACC"
"101926948","None","None","None",""
"27240","ENSG00000137078","SIT1","signaling threshold regulating transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:17710]","ENTREZGENE_ACC"
"6023","ENSG00000277027","RMRP","RNA component of mitochondrial RNA processing endoribonuclease [Source:HGNC Symbol;Acc:HGNC:10031]","ENTREZGENE_ACC"
"203260","ENSG00000159884","CCDC107","coiled-coil domain containing 107 [Source:HGNC Symbol;Acc:HGNC:28465]","ENTREZGENE_ACC"
"84904","ENSG00000137135","ARHGEF39","Rho guanine nucleotide exchange factor 39 [Source:HGNC Symbol;Acc:HGNC:25909]","ENTREZGENE_ACC"
"768","ENSG00000107159","CA9","carbonic anhydrase 9 [Source:HGNC Symbol;Acc:HGNC:1383]","ENTREZGENE_ACC"
"7169","ENSG00000198467","TPM2","tropomyosin 2 [Source:HGNC Symbol;Acc:HGNC:12011]","ENTREZGENE_ACC"
"7094","ENSG00000137076","TLN1","talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]","ENTREZGENE_ACC"
"102465513","ENSG00000284195","MIR6852","microRNA 6852 [Source:HGNC Symbol;Acc:HGNC:49993]","ENTREZGENE_ACC"
"10488","ENSG00000107175","CREB3","cAMP responsive element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2347]","ENTREZGENE_ACC"
"102466201","ENSG00000273945","MIR6853","microRNA 6853 [Source:HGNC Symbol;Acc:HGNC:49945]","ENTREZGENE_ACC"
"57704","ENSG00000070610","GBA2","glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986]","ENTREZGENE_ACC"
"9827","ENSG00000107185","RGP1","RGP1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:21965]","ENTREZGENE_ACC"
"692094","ENSG00000215183","MSMP","microseminoprotein, prostate associated [Source:HGNC Symbol;Acc:HGNC:29663]","ENTREZGENE_ACC"
"4882","ENSG00000159899","NPR2","natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]","ENTREZGENE_ACC"
"26206","ENSG00000137098","SPAG8","sperm associated antigen 8 [Source:HGNC Symbol;Acc:HGNC:14105]","ENTREZGENE_ACC"
"84681","ENSG00000137133","HINT2","histidine triad nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18344]","ENTREZGENE_ACC"
"392307","ENSG00000204930","FAM221B","family with sequence similarity 221 member B [Source:HGNC Symbol;Acc:HGNC:30762]","ENTREZGENE_ACC"
"51754","ENSG00000137103","TMEM8B","transmembrane protein 8B [Source:HGNC Symbol;Acc:HGNC:21427]","ENTREZGENE_ACC"
"392309","ENSG00000168828","OR13J1","olfactory receptor family 13 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:15108]","ENTREZGENE_ACC"
"646962","ENSG00000196196","HRCT1","histidine rich carboxyl terminus 1 [Source:HGNC Symbol;Acc:HGNC:33872]","ENTREZGENE_ACC"
"158376","ENSG00000235387","SPAAR","small regulatory polypeptide of amino acid response [Source:HGNC Symbol;Acc:HGNC:27244]","ENTREZGENE_ACC"
"56656","ENSG00000278889","OR2S2","olfactory receptor family 2 subfamily S member 2 [Source:HGNC Symbol;Acc:HGNC:8276]","ENTREZGENE_ACC"
"8434","ENSG00000122707","RECK","reversion inducing cysteine rich protein with kazal motifs [Source:HGNC Symbol;Acc:HGNC:11345]","ENTREZGENE_ACC"
"152007","ENSG00000122694","GLIPR2","GLI pathogenesis related 2 [Source:HGNC Symbol;Acc:HGNC:18007]","ENTREZGENE_ACC"
"881","ENSG00000185972","CCIN","calicin [Source:HGNC Symbol;Acc:HGNC:1568]","ENTREZGENE_ACC"
"1211","ENSG00000122705","CLTA","clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090]","ENTREZGENE_ACC"
"10020","ENSG00000159921","GNE","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:HGNC Symbol;Acc:HGNC:23657]","ENTREZGENE_ACC"
"102724322","None","None","None",""
"152006","ENSG00000137075","RNF38","ring finger protein 38 [Source:HGNC Symbol;Acc:HGNC:18052]","ENTREZGENE_ACC"
"9833","ENSG00000165304","MELK","maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:HGNC:16870]","ENTREZGENE_ACC"
"105376030","ENSG00000287514","None","novel transcript","ENTREZGENE_ACC"
"100616289","ENSG00000266255","MIR4475","microRNA 4475 [Source:HGNC Symbol;Acc:HGNC:41697]","ENTREZGENE_ACC"
"5079","ENSG00000196092","PAX5","paired box 5 [Source:HGNC Symbol;Acc:HGNC:8619]","ENTREZGENE_ACC"
"100616278","ENSG00000264922","MIR4540","microRNA 4540 [Source:HGNC Symbol;Acc:HGNC:41670]","ENTREZGENE_ACC"
"100616456","ENSG00000265368","MIR4476","microRNA 4476 [Source:HGNC Symbol;Acc:HGNC:41793]","ENTREZGENE_ACC"
"105376032","None","None","None",""
"105376031","None","None","None",""
"100506710","ENSG00000281649","EBLN3P","endogenous Bornavirus like nucleoprotein 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:50682]","ENTREZGENE_ACC"
"105376034","None","None","None",""
"84186","ENSG00000147905","ZCCHC7","zinc finger CCHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26209]","ENTREZGENE_ACC"
"105376033","None","None","None",""
"105376035","None","None","None",""
"105376036","None","None","None",""
"9380","ENSG00000137106","GRHPR","glyoxylate and hydroxypyruvate reductase [Source:HGNC Symbol;Acc:HGNC:4570]","ENTREZGENE_ACC"
"9925","ENSG00000168795","ZBTB5","zinc finger and BTB domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23836]","ENTREZGENE_ACC"
"64425","ENSG00000137054","POLR1E","RNA polymerase I subunit E [Source:HGNC Symbol;Acc:HGNC:17631]","ENTREZGENE_ACC"
"26267","ENSG00000147912","FBXO10","F-box protein 10 [Source:HGNC Symbol;Acc:HGNC:13589]","ENTREZGENE_ACC"
"401505","ENSG00000175768","TOMM5","translocase of outer mitochondrial membrane 5 [Source:HGNC Symbol;Acc:HGNC:31369]","ENTREZGENE_ACC"
"22844","ENSG00000070601","FRMPD1","FERM and PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29159]","ENTREZGENE_ACC"
"158234","ENSG00000165275","TRMT10B","tRNA methyltransferase 10B [Source:HGNC Symbol;Acc:HGNC:26454]","ENTREZGENE_ACC"
"51010","ENSG00000107371","EXOSC3","exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]","ENTREZGENE_ACC"
"105376037","None","None","None",""
"79269","ENSG00000122741","DCAF10","DDB1 and CUL4 associated factor 10 [Source:HGNC Symbol;Acc:HGNC:23686]","ENTREZGENE_ACC"
"92014","ENSG00000122696","SLC25A51","solute carrier family 25 member 51 [Source:HGNC Symbol;Acc:HGNC:23323]","ENTREZGENE_ACC"
"6461","ENSG00000107338","SHB","SH2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:HGNC:10838]","ENTREZGENE_ACC"
"105376039","None","None","None",""
"107987064","None","None","None",""
"107987065","None","None","None",""
"105376040","None","None","None",""
"219","ENSG00000137124","ALDH1B1","aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407]","ENTREZGENE_ACC"
"347252","ENSG00000137142","IGFBPL1","insulin like growth factor binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:20081]","ENTREZGENE_ACC"
"105376041","None","None","None",""
"105376042","None","None","None",""
"100289137","ENSG00000180071","ANKRD18A","ankyrin repeat domain 18A [Source:HGNC Symbol;Acc:HGNC:23643]","ENTREZGENE_ACC"
"253650","ENSG00000180071","ANKRD18A","ankyrin repeat domain 18A [Source:HGNC Symbol;Acc:HGNC:23643]","ENTREZGENE_ACC"
"158228","None","None","None",""
"105376043","None","None","None",""
"105376044","None","None","None",""
"101927042","ENSG00000287838","None","novel transcript","ENTREZGENE_ACC"
"79937","ENSG00000106714","CNTNAP3","contactin associated protein family member 3 [Source:HGNC Symbol;Acc:HGNC:13834]","ENTREZGENE_ACC"
"79937","ENSG00000283378","CNTNAP3C","contactin associated protein family member 3C [Source:HGNC Symbol;Acc:HGNC:53878]","ENTREZGENE_ACC"
"105376045","None","None","None",""
"647060","ENSG00000204849","SPATA31A1","SPATA31 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:23394]","ENTREZGENE_ACC"
"401507","ENSG00000215112","FAM74A1","family with sequence similarity 74 member A1 [Source:HGNC Symbol;Acc:HGNC:32029]","ENTREZGENE_ACC"
"401509","None","None","None",""
"105376046","None","None","None",""
"389741","ENSG00000278175","GLIDR","glioblastoma down-regulated RNA [Source:HGNC Symbol;Acc:HGNC:48823]","ENTREZGENE_ACC"
"654466","None","None","None",""
"554249","None","None","None",""
"105376050","None","None","None",""
"107986992","None","None","None",""
"107986991","None","None","None",""
"112268033","None","None","None",""
"112268034","None","None","None",""
"102724431","None","None","None",""
"105369249","None","None","None",""
"441430","ENSG00000291287","None","novel transcript","ENTREZGENE_ACC"
"100133036","ENSG00000290718","FAM95B1","family with sequence similarity 95 member B1 [Source:HGNC Symbol;Acc:HGNC:32318]","ENTREZGENE_ACC"
"100132541","None","None","None",""
"107986995","None","None","None",""
"101929959","None","None","None",""
"102724580","None","None","None",""
"107984006","None","None","None",""
"107986993","None","None","None",""
"100132004","None","None","None",""
"100302167","ENSG00000275377","MIR1299","microRNA 1299 [Source:HGNC Symbol;Acc:HGNC:35290]","ENTREZGENE_ACC"
"107986997","None","None","None",""
"100132352","None","None","None",""
"595135","ENSG00000290923","PGM5P2","phosphoglucomutase 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:18965]","ENTREZGENE_ACC"
"105376058","None","None","None",""
"440896","ENSG00000234394","LINC03025","long intergenic non-protein coding RNA 3025 [Source:NCBI gene (formerly Entrezgene);Acc:440896]","ENTREZGENE_ACC"
"440896","ENSG00000276462","LINC03025","long intergenic non-protein coding RNA 3025 [Source:HGNC Symbol;Acc:HGNC:56158]","ENTREZGENE_ACC"
"653404","ENSG00000273514","FOXD4L6","forkhead box D4 like 6 [Source:HGNC Symbol;Acc:HGNC:31986]","ENTREZGENE_ACC"
"644019","ENSG00000196873","ZNG1C","Zn regulated GTPase metalloprotein activator 1C [Source:HGNC Symbol;Acc:HGNC:18519]","ENTREZGENE_ACC"
"644019","ENSG00000215126","ZNG1F","Zn regulated GTPase metalloprotein activator 1F [Source:HGNC Symbol;Acc:HGNC:31978]","ENTREZGENE_ACC"
"107986998","None","None","None",""
"100616184","ENSG00000276029","MIR4477A","microRNA 4477a [Source:HGNC Symbol;Acc:HGNC:41859]","ENTREZGENE_ACC"
"107984035","None","None","None",""
"112268035","None","None","None",""
"105376065","None","None","None",""
"101928906","ENSG00000205611","LINC01597","long intergenic non-protein coding RNA 1597 [Source:HGNC Symbol;Acc:HGNC:51594]","ENTREZGENE_ACC"
"100289124","None","None","None",""
"105376064","None","None","None",""
"107987000","None","None","None",""
"105376063","None","None","None",""
"728577","ENSG00000154529","CNTNAP3B","contactin associated protein family member 3B [Source:HGNC Symbol;Acc:HGNC:32035]","ENTREZGENE_ACC"
"389730","ENSG00000185775","SPATA31A6","SPATA31 subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:32006]","ENTREZGENE_ACC"
"100996582","None","None","None",""
"112268036","None","None","None",""
"103908605","None","None","None",""
"101927827","None","None","None",""
"105500239","None","None","None",""
"102724818","None","None","None",""
"112268044","None","None","None",""
"105376067","None","None","None",""
"102724904","ENSG00000291167","None","novel transcript","ENTREZGENE_ACC"
"105379434","None","None","None",""
"727905","ENSG00000276581","SPATA31A5","SPATA31 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:32005]","ENTREZGENE_ACC"
"107987066","None","None","None",""
"653123","ENSG00000293072","FAM74A6","family with sequence similarity 74 member A6 [Source:NCBI gene (formerly Entrezgene);Acc:653123]","ENTREZGENE_ACC"
"107984126","None","None","None",""
"105379249","None","None","None",""
"26165","ENSG00000276040","SPATA31A7","SPATA31 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:32007]","ENTREZGENE_ACC"
"401508","ENSG00000293075","FAM74A4","family with sequence similarity 74 member A4 [Source:HGNC Symbol;Acc:HGNC:32032]","ENTREZGENE_ACC"
"105379435","None","None","None",""
"100289279","ENSG00000283378","CNTNAP3C","contactin associated protein family member 3C [Source:HGNC Symbol;Acc:HGNC:53878]","ENTREZGENE_ACC"
"105379437","None","None","None",""
"100132948","None","None","None",""
"107987001","None","None","None",""
"105379807","None","None","None",""
"102723678","ENSG00000205611","LINC01597","long intergenic non-protein coding RNA 1597 [Source:HGNC Symbol;Acc:HGNC:51594]","ENTREZGENE_ACC"
"105379438","None","None","None",""
"107987007","None","None","None",""
"107987010","None","None","None",""
"101930026","None","None","None",""
"107987008","None","None","None",""
"105379439","None","None","None",""
"105379263","None","None","None",""
"102724238","None","None","None",""
"387628","None","None","None",""
"643648","None","None","None",""
"103908604","None","None","None",""
"103352539","ENSG00000238113","LINC01410","long intergenic non-protein coding RNA 1410 [Source:HGNC Symbol;Acc:HGNC:50702]","ENTREZGENE_ACC"
"100132249","ENSG00000279561","None","TEC","ENTREZGENE_ACC"
"442421","ENSG00000275450","PTGER4P2-CDK2AP2P2","PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:442421]","ENTREZGENE_ACC"
"403323","None","None","None",""
"728673","None","None","None",""
"107987006","None","None","None",""
"107987004","None","None","None",""
"107987003","None","None","None",""
"286297","None","None","None",""
"105379814","None","None","None",""
"375719","None","None","None",""
"100996643","ENSG00000290573","None","novel transcript","ENTREZGENE_ACC"
"105379442","None","None","None",""
"107987009","None","None","None",""
"105379255","None","None","None",""
"203274","None","None","None",""
"100616194","ENSG00000266017","MIR4477B","microRNA 4477b [Source:HGNC Symbol;Acc:HGNC:41898]","ENTREZGENE_ACC"
"642236","None","None","None",""
"644316","ENSG00000291012","FLJ43315","asparagine synthetase pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:644316]","ENTREZGENE_ACC"
"110006327","None","None","None",""
"728747","None","None","None",""
"105379257","None","None","None",""
"101929583","ENSG00000290546","None","novel transcript","ENTREZGENE_ACC"
"107987067","None","None","None",""
"107987068","None","None","None",""
"100132154","None","None","None",""
"102724507","None","None","None",""
"105379443","None","None","None",""
"112268045","None","None","None",""
"653427","ENSG00000204779","FOXD4L5","forkhead box D4 like 5 [Source:HGNC Symbol;Acc:HGNC:18522]","ENTREZGENE_ACC"
"105379444","ENSG00000231527","FAM27C","family with sequence similarity 27 member C [Source:HGNC Symbol;Acc:HGNC:23668]","ENTREZGENE_ACC"
"107987069","None","None","None",""
"105379445","None","None","None",""
"105379446","None","None","None",""
"105379447","ENSG00000275239","FAM242F","family with sequence similarity 242 member F [Source:HGNC Symbol;Acc:HGNC:53876]","ENTREZGENE_ACC"
"105379251","None","None","None",""
"220869","ENSG00000147996","ZNG1E","Zn regulated GTPase metalloprotein activator 1E [Source:HGNC Symbol;Acc:HGNC:24584]","ENTREZGENE_ACC"
"105379250","None","None","None",""
"349334","ENSG00000184659","FOXD4L4","forkhead box D4 like 4 [Source:HGNC Symbol;Acc:HGNC:23762]","ENTREZGENE_ACC"
"101928381","ENSG00000293277","None","novel transcript","ENTREZGENE_ACC"
"107987071","None","None","None",""
"101928195","None","None","None",""
"441432","None","None","None",""
"112267859","None","None","None",""
"105379252","ENSG00000290970","None","None","ENTREZGENE_ACC"
"441425","None","None","None",""
"642929","None","None","None",""
"107987072","None","None","None",""
"107987073","None","None","None",""
"105379448","None","None","None",""
"26149","ENSG00000274349","ZNF658","zinc finger protein 658 [Source:HGNC Symbol;Acc:HGNC:25226]","ENTREZGENE_ACC"
"728495","None","None","None",""
"727830","ENSG00000275969","SPATA31A3","SPATA31 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:32003]","ENTREZGENE_ACC"
"105379450","None","None","None",""
"643827","None","None","None",""
"101927602","None","None","None",""
"105379451","None","None","None",""
"105379452","None","None","None",""
"107987074","None","None","None",""
"105379453","None","None","None",""
"107987075","None","None","None",""
"102723709","None","None","None",""
"100131997","ENSG00000274026","FAM27E3","family with sequence similarity 27 member E3 [Source:HGNC Symbol;Acc:HGNC:28655]","ENTREZGENE_ACC"
"100133121","None","None","None",""
"107987076","None","None","None",""
"101928608","None","None","None",""
"84210","ENSG00000260691","ANKRD20A1","ankyrin repeat domain 20 family member A1 [Source:HGNC Symbol;Acc:HGNC:23665]","ENTREZGENE_ACC"
"445571","ENSG00000196873","ZNG1C","Zn regulated GTPase metalloprotein activator 1C [Source:HGNC Symbol;Acc:HGNC:18519]","ENTREZGENE_ACC"
"286380","ENSG00000187559","FOXD4L3","forkhead box D4 like 3 [Source:HGNC Symbol;Acc:HGNC:18523]","ENTREZGENE_ACC"
"107987077","None","None","None",""
"101929800","ENSG00000234394","LINC03025","long intergenic non-protein coding RNA 3025 [Source:NCBI gene (formerly Entrezgene);Acc:440896]","ENTREZGENE_ACC"
"102723624","None","None","None",""
"572558","ENSG00000224958","PGM5-AS1","PGM5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44181]","ENTREZGENE_ACC"
"5239","ENSG00000154330","PGM5","phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908]","ENTREZGENE_ACC"
"105376070","ENSG00000233178","None","novel transcript, antisense to PGM5","ENTREZGENE_ACC"
"169693","ENSG00000181778","TMEM252","transmembrane protein 252 [Source:HGNC Symbol;Acc:HGNC:28537]","ENTREZGENE_ACC"
"105376072","None","None","None",""
"101927015","None","None","None",""
"105376071","None","None","None",""
"8395","ENSG00000107242","PIP5K1B","phosphatidylinositol-4-phosphate 5-kinase type 1 beta [Source:HGNC Symbol;Acc:HGNC:8995]","ENTREZGENE_ACC"
"116224","ENSG00000187866","PABIR1","PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1 [Source:HGNC Symbol;Acc:HGNC:23490]","ENTREZGENE_ACC"
"101927069","None","None","None",""
"5568","ENSG00000165059","PRKACG","protein kinase cAMP-activated catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9382]","ENTREZGENE_ACC"
"2395","ENSG00000165060","FXN","frataxin [Source:HGNC Symbol;Acc:HGNC:3951]","ENTREZGENE_ACC"
"9414","ENSG00000119139","TJP2","tight junction protein 2 [Source:HGNC Symbol;Acc:HGNC:11828]","ENTREZGENE_ACC"
"100885775","None","None","None",""
"9413","ENSG00000135063","ENTREP1","endosomal transmembrane epsin interactor 1 [Source:HGNC Symbol;Acc:HGNC:24820]","ENTREZGENE_ACC"
"105376074","None","None","None",""
"320","ENSG00000107282","APBA1","amyloid beta precursor protein binding family A member 1 [Source:HGNC Symbol;Acc:HGNC:578]","ENTREZGENE_ACC"
"375743","ENSG00000188647","PTAR1","protein prenyltransferase alpha subunit repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30449]","ENTREZGENE_ACC"
"105376076","None","None","None",""
"494558","None","None","None",""
"138255","ENSG00000204711","CFAP95","cilia and flagella associated protein 95 [Source:HGNC Symbol;Acc:HGNC:31422]","ENTREZGENE_ACC"
"256691","ENSG00000165072","MAMDC2","MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]","ENTREZGENE_ACC"
"100507244","None","None","None",""
"100507299","None","None","None",""
"23137","ENSG00000198887","SMC5","structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:HGNC:20465]","ENTREZGENE_ACC"
"687","ENSG00000119138","KLF9","KLF transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:1123]","ENTREZGENE_ACC"
"101927086","None","None","None",""
"105376079","None","None","None",""
"80036","ENSG00000083067","TRPM3","transient receptor potential cation channel subfamily M member 3 [Source:HGNC Symbol;Acc:HGNC:17992]","ENTREZGENE_ACC"
"107984011","None","None","None",""
"105376078","None","None","None",""
"406987","ENSG00000207935","MIR204","microRNA 204 [Source:HGNC Symbol;Acc:HGNC:31582]","ENTREZGENE_ACC"
"107987078","None","None","None",""
"107987079","None","None","None",""
"23670","ENSG00000135048","CEMIP2","cell migration inducing hyaluronidase 2 [Source:HGNC Symbol;Acc:HGNC:11869]","ENTREZGENE_ACC"
"51104","ENSG00000107362","ABHD17B","abhydrolase domain containing 17B, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:24278]","ENTREZGENE_ACC"
"138241","ENSG00000155621","C9orf85","chromosome 9 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:28784]","ENTREZGENE_ACC"
"101927108","None","None","None",""
"138240","ENSG00000204669","C9orf57","chromosome 9 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:27037]","ENTREZGENE_ACC"
"9615","ENSG00000119125","GDA","guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212]","ENTREZGENE_ACC"
"100507540","ENSG00000225434","LINC01504","long intergenic non-protein coding RNA 1504 [Source:HGNC Symbol;Acc:HGNC:51185]","ENTREZGENE_ACC"
